date,datetime,SACTMIN,SPOSTMIN
05/30/2018,2018-05-30 23:21:07,,-999
05/30/2018,2018-05-30 23:27:07,,-999
05/30/2018,2018-05-30 23:35:06,,-999
05/30/2018,2018-05-30 23:42:06,,-999
05/30/2018,2018-05-30 23:49:07,,-999
05/30/2018,2018-05-30 23:56:06,,-999
05/30/2018,2018-05-31 00:00:15,,-999
05/30/2018,2018-05-31 00:07:06,,-999
05/30/2018,2018-05-31 00:14:07,,-999
05/30/2018,2018-05-31 00:21:08,,-999
05/30/2018,2018-05-31 00:27:06,,-999
05/30/2018,2018-05-31 00:35:06,,-999
05/30/2018,2018-05-31 00:42:07,,-999
05/30/2018,2018-05-31 00:49:06,,-999
05/30/2018,2018-05-31 00:56:06,,-999
05/30/2018,2018-05-31 01:00:11,,-999
05/30/2018,2018-05-31 01:07:07,,-999
05/31/2018,2018-05-31 08:56:07,,-999
05/31/2018,2018-05-31 09:00:13,,-999
05/31/2018,2018-05-31 09:07:06,,-999
05/31/2018,2018-05-31 22:07:06,,-999
05/31/2018,2018-05-31 22:14:06,,-999
05/31/2018,2018-05-31 22:21:06,,-999
05/31/2018,2018-05-31 22:27:07,,-999
05/31/2018,2018-05-31 22:35:07,,-999
05/31/2018,2018-05-31 22:42:07,,-999
05/31/2018,2018-05-31 22:49:06,,-999
05/31/2018,2018-05-31 22:56:07,,-999
05/31/2018,2018-05-31 23:00:11,,-999
05/31/2018,2018-05-31 23:07:06,,-999
06/01/2018,2018-06-01 06:56:06,,-999
06/01/2018,2018-06-01 07:00:12,,-999
06/01/2018,2018-06-01 07:07:06,,-999
06/01/2018,2018-06-01 07:14:07,,-999
06/01/2018,2018-06-01 07:21:07,,-999
06/01/2018,2018-06-01 07:27:08,,-999
06/01/2018,2018-06-01 07:35:06,,-999
06/01/2018,2018-06-01 07:42:08,,-999
06/01/2018,2018-06-01 07:49:06,,-999
06/01/2018,2018-06-01 07:56:06,,-999
06/01/2018,2018-06-01 08:00:18,,-999
06/01/2018,2018-06-01 08:07:06,,-999
06/01/2018,2018-06-01 22:07:07,,-999
06/01/2018,2018-06-01 22:14:06,,-999
06/01/2018,2018-06-01 22:21:07,,-999
06/01/2018,2018-06-01 22:27:06,,-999
06/01/2018,2018-06-01 22:35:06,,-999
06/01/2018,2018-06-01 22:42:07,,-999
06/01/2018,2018-06-01 22:49:06,,-999
06/01/2018,2018-06-01 22:56:07,,-999
06/01/2018,2018-06-01 23:00:11,,-999
06/01/2018,2018-06-01 23:07:07,,-999
06/02/2018,2018-06-02 07:56:06,,-999
06/02/2018,2018-06-02 08:00:16,,-999
06/02/2018,2018-06-02 08:07:06,,-999
06/02/2018,2018-06-02 23:07:06,,-999
06/02/2018,2018-06-02 23:14:06,,-999
06/02/2018,2018-06-02 23:21:07,,-999
06/02/2018,2018-06-02 23:27:07,,-999
06/02/2018,2018-06-02 23:35:06,,-999
06/02/2018,2018-06-02 23:42:06,,-999
06/02/2018,2018-06-02 23:49:07,,-999
06/02/2018,2018-06-02 23:56:07,,-999
06/02/2018,2018-06-03 00:00:16,,-999
06/02/2018,2018-06-03 00:07:06,,-999
06/03/2018,2018-06-03 07:56:07,,-999
06/03/2018,2018-06-03 08:00:20,,-999
06/03/2018,2018-06-03 08:07:06,,-999
06/03/2018,2018-06-03 22:07:08,,-999
06/03/2018,2018-06-03 22:14:07,,-999
06/03/2018,2018-06-03 22:21:08,,-999
06/03/2018,2018-06-03 22:27:08,,-999
06/03/2018,2018-06-03 22:35:06,,-999
06/03/2018,2018-06-03 22:42:07,,-999
06/03/2018,2018-06-03 22:49:07,,-999
06/03/2018,2018-06-03 22:56:07,,-999
06/03/2018,2018-06-03 23:00:14,,-999
06/03/2018,2018-06-03 23:07:07,,-999
06/04/2018,2018-06-04 07:56:06,,-999
06/04/2018,2018-06-04 08:00:14,,-999
06/04/2018,2018-06-04 08:07:06,,-999
06/04/2018,2018-06-04 23:07:06,,-999
06/04/2018,2018-06-04 23:14:06,,-999
06/04/2018,2018-06-04 23:21:07,,-999
06/04/2018,2018-06-04 23:27:07,,-999
06/04/2018,2018-06-04 23:35:06,,-999
06/04/2018,2018-06-04 23:42:06,,-999
06/04/2018,2018-06-04 23:49:06,,-999
06/04/2018,2018-06-04 23:56:07,,-999
06/04/2018,2018-06-05 00:00:15,,-999
06/04/2018,2018-06-05 00:07:06,,-999
06/05/2018,2018-06-05 08:56:07,,-999
06/05/2018,2018-06-05 09:00:11,,-999
06/05/2018,2018-06-05 09:07:06,,-999
06/05/2018,2018-06-05 22:07:06,,-999
06/05/2018,2018-06-05 22:14:07,,-999
06/05/2018,2018-06-05 22:21:06,,-999
06/05/2018,2018-06-05 22:27:07,,-999
06/05/2018,2018-06-05 22:35:07,,-999
06/05/2018,2018-06-05 22:42:06,,-999
06/05/2018,2018-06-05 22:49:06,,-999
06/05/2018,2018-06-05 22:56:07,,-999
06/05/2018,2018-06-05 23:00:11,,-999
06/05/2018,2018-06-05 23:07:07,,-999
06/06/2018,2018-06-06 07:56:06,,-999
06/06/2018,2018-06-06 08:00:14,,-999
06/06/2018,2018-06-06 08:07:06,,-999
06/06/2018,2018-06-06 22:07:06,,-999
06/06/2018,2018-06-06 22:14:06,,-999
06/06/2018,2018-06-06 22:21:07,,-999
06/06/2018,2018-06-06 22:27:06,,-999
06/06/2018,2018-06-06 22:35:06,,-999
06/06/2018,2018-06-06 22:42:07,,-999
06/06/2018,2018-06-06 22:49:07,,-999
06/06/2018,2018-06-06 22:56:06,,-999
06/06/2018,2018-06-06 23:00:11,,-999
06/06/2018,2018-06-06 23:07:06,,-999
06/06/2018,2018-06-06 23:14:07,,-999
06/06/2018,2018-06-06 23:21:06,,-999
06/06/2018,2018-06-06 23:27:07,,-999
06/06/2018,2018-06-06 23:35:06,,-999
06/06/2018,2018-06-06 23:42:06,,-999
06/06/2018,2018-06-06 23:49:06,,-999
06/06/2018,2018-06-06 23:56:06,,-999
06/06/2018,2018-06-07 00:00:14,,-999
06/06/2018,2018-06-07 00:07:06,,-999
06/06/2018,2018-06-07 00:14:06,,-999
06/06/2018,2018-06-07 00:21:07,,-999
06/06/2018,2018-06-07 00:27:06,,-999
06/06/2018,2018-06-07 00:35:06,,-999
06/06/2018,2018-06-07 00:42:07,,-999
06/06/2018,2018-06-07 00:49:06,,-999
06/06/2018,2018-06-07 00:56:06,,-999
06/06/2018,2018-06-07 01:00:11,,-999
06/06/2018,2018-06-07 01:07:07,,-999
06/07/2018,2018-06-07 07:56:07,,-999
06/07/2018,2018-06-07 08:00:18,,-999
06/07/2018,2018-06-07 08:07:07,,-999
06/07/2018,2018-06-07 22:07:07,,-999
06/07/2018,2018-06-07 22:14:07,,-999
06/07/2018,2018-06-07 22:21:07,,-999
06/07/2018,2018-06-07 22:27:07,,-999
06/07/2018,2018-06-07 22:35:06,,-999
06/07/2018,2018-06-07 22:42:06,,-999
06/07/2018,2018-06-07 22:49:06,,-999
06/07/2018,2018-06-07 22:56:06,,-999
06/07/2018,2018-06-07 23:00:17,,-999
06/07/2018,2018-06-07 23:07:06,,-999
06/08/2018,2018-06-08 07:56:06,,-999
06/08/2018,2018-06-08 08:00:16,,-999
06/08/2018,2018-06-08 08:07:08,,-999
06/08/2018,2018-06-08 08:14:06,,-999
06/08/2018,2018-06-08 08:21:07,,-999
06/08/2018,2018-06-08 08:27:06,,-999
06/08/2018,2018-06-08 08:35:06,,-999
06/08/2018,2018-06-08 08:42:07,,-999
06/08/2018,2018-06-08 08:49:06,,-999
06/08/2018,2018-06-08 08:56:06,,-999
06/08/2018,2018-06-08 09:00:11,,-999
06/08/2018,2018-06-08 09:07:06,,-999
06/08/2018,2018-06-08 23:07:06,,-999
06/08/2018,2018-06-08 23:14:06,,-999
06/08/2018,2018-06-08 23:21:07,,-999
06/08/2018,2018-06-08 23:27:07,,-999
06/08/2018,2018-06-08 23:35:06,,-999
06/08/2018,2018-06-08 23:42:07,,-999
06/08/2018,2018-06-08 23:49:07,,-999
06/08/2018,2018-06-08 23:56:07,,-999
06/08/2018,2018-06-09 00:00:15,,-999
06/08/2018,2018-06-09 00:07:07,,-999
06/08/2018,2018-06-09 00:14:07,,-999
06/08/2018,2018-06-09 00:21:06,,-999
06/08/2018,2018-06-09 00:27:07,,-999
06/08/2018,2018-06-09 00:35:06,,-999
06/08/2018,2018-06-09 00:42:06,,-999
06/09/2018,2018-06-09 08:21:06,,-999
06/09/2018,2018-06-09 08:27:07,,-999
06/09/2018,2018-06-09 08:35:07,,-999
06/09/2018,2018-06-09 08:42:08,,-999
06/09/2018,2018-06-09 08:49:07,,-999
06/09/2018,2018-06-09 08:56:06,,-999
06/09/2018,2018-06-09 09:00:12,,-999
06/09/2018,2018-06-09 09:07:06,,-999
06/09/2018,2018-06-09 22:07:07,,-999
06/09/2018,2018-06-09 22:14:07,,-999
06/09/2018,2018-06-09 22:21:07,,-999
06/09/2018,2018-06-09 22:27:07,,-999
06/09/2018,2018-06-09 22:35:07,,-999
06/09/2018,2018-06-09 22:42:08,,-999
06/09/2018,2018-06-09 22:49:06,,-999
06/09/2018,2018-06-09 22:56:07,,-999
06/09/2018,2018-06-09 23:00:12,,-999
06/09/2018,2018-06-09 23:07:06,,-999
06/09/2018,2018-06-09 23:14:06,,-999
06/09/2018,2018-06-09 23:21:07,,-999
06/09/2018,2018-06-09 23:27:06,,-999
06/09/2018,2018-06-09 23:35:06,,-999
06/09/2018,2018-06-09 23:42:06,,-999
06/10/2018,2018-06-10 07:00:11,,-999
06/10/2018,2018-06-10 07:07:07,,-999
06/10/2018,2018-06-10 07:14:06,,-999
06/10/2018,2018-06-10 07:21:07,,-999
06/10/2018,2018-06-10 07:27:09,,-999
06/10/2018,2018-06-10 07:35:06,,-999
06/10/2018,2018-06-10 07:42:08,,-999
06/10/2018,2018-06-10 07:49:07,,-999
06/10/2018,2018-06-10 07:56:08,,-999
06/10/2018,2018-06-10 08:00:17,,-999
06/10/2018,2018-06-10 08:07:07,,-999
06/10/2018,2018-06-10 08:14:07,,-999
06/10/2018,2018-06-10 08:21:07,,-999
06/10/2018,2018-06-10 08:27:07,,-999
06/10/2018,2018-06-10 08:35:07,,-999
06/10/2018,2018-06-10 08:42:07,,-999
06/10/2018,2018-06-10 08:49:07,,-999
06/10/2018,2018-06-10 08:56:07,,-999
06/10/2018,2018-06-10 09:00:11,,-999
06/10/2018,2018-06-10 09:07:07,,-999
06/10/2018,2018-06-10 21:07:07,,-999
06/10/2018,2018-06-10 21:14:08,,-999
06/10/2018,2018-06-10 21:21:08,,-999
06/10/2018,2018-06-10 21:27:07,,-999
06/10/2018,2018-06-10 21:35:06,,-999
06/10/2018,2018-06-10 21:42:07,,-999
06/10/2018,2018-06-10 21:49:07,,-999
06/10/2018,2018-06-10 21:56:07,,-999
06/10/2018,2018-06-10 22:00:14,,-999
06/10/2018,2018-06-10 22:07:06,,-999
06/10/2018,2018-06-10 22:14:07,,-999
06/10/2018,2018-06-10 22:21:07,,-999
06/10/2018,2018-06-10 22:27:06,,-999
06/10/2018,2018-06-10 22:35:06,,-999
06/10/2018,2018-06-10 22:42:07,,-999
06/11/2018,2018-06-11 07:21:09,,-999
06/11/2018,2018-06-11 07:27:08,,-999
06/11/2018,2018-06-11 07:35:07,,-999
06/11/2018,2018-06-11 07:42:07,,-999
06/11/2018,2018-06-11 07:49:07,,-999
06/11/2018,2018-06-11 07:56:07,,-999
06/11/2018,2018-06-11 08:00:19,,-999
06/11/2018,2018-06-11 08:07:06,,-999
06/11/2018,2018-06-11 22:07:06,,-999
06/11/2018,2018-06-11 22:14:07,,-999
06/11/2018,2018-06-11 22:21:08,,-999
06/11/2018,2018-06-11 22:27:09,,-999
06/11/2018,2018-06-11 22:35:06,,-999
06/11/2018,2018-06-11 22:42:06,,-999
06/11/2018,2018-06-11 22:49:06,,-999
06/11/2018,2018-06-11 22:56:06,,-999
06/11/2018,2018-06-11 23:00:12,,-999
06/11/2018,2018-06-11 23:07:06,,-999
06/11/2018,2018-06-11 23:14:06,,-999
06/11/2018,2018-06-11 23:21:07,,-999
06/11/2018,2018-06-11 23:27:09,,-999
06/11/2018,2018-06-11 23:35:07,,-999
06/11/2018,2018-06-11 23:42:07,,-999
06/12/2018,2018-06-12 07:00:13,,-999
06/12/2018,2018-06-12 07:07:07,,-999
06/12/2018,2018-06-12 07:14:08,,-999
06/12/2018,2018-06-12 07:21:11,,-999
06/12/2018,2018-06-12 07:27:07,,-999
06/12/2018,2018-06-12 07:35:06,,-999
06/12/2018,2018-06-12 07:42:08,,-999
06/12/2018,2018-06-12 07:49:06,,-999
06/12/2018,2018-06-12 07:56:06,,-999
06/12/2018,2018-06-12 08:00:15,,-999
06/12/2018,2018-06-12 08:07:06,,-999
06/12/2018,2018-06-12 08:14:06,,-999
06/12/2018,2018-06-12 08:21:07,,-999
06/12/2018,2018-06-12 08:27:06,,-999
06/12/2018,2018-06-12 08:35:06,,-999
06/12/2018,2018-06-12 08:42:07,,-999
06/12/2018,2018-06-12 08:49:06,,-999
06/12/2018,2018-06-12 08:56:07,,-999
06/12/2018,2018-06-12 09:00:11,,-999
06/12/2018,2018-06-12 09:07:07,,-999
06/12/2018,2018-06-12 22:07:06,,-999
06/12/2018,2018-06-12 22:14:07,,-999
06/12/2018,2018-06-12 22:21:07,,-999
06/12/2018,2018-06-12 22:27:07,,-999
06/12/2018,2018-06-12 22:35:07,,-999
06/12/2018,2018-06-12 22:42:07,,-999
06/12/2018,2018-06-12 22:49:06,,-999
06/12/2018,2018-06-12 22:56:05,,-999
06/12/2018,2018-06-12 23:00:11,,-999
06/12/2018,2018-06-12 23:07:06,,-999
06/12/2018,2018-06-12 23:14:07,,-999
06/12/2018,2018-06-12 23:21:07,,-999
06/12/2018,2018-06-12 23:27:07,,-999
06/12/2018,2018-06-12 23:35:07,,-999
06/12/2018,2018-06-12 23:42:07,,-999
06/13/2018,2018-06-13 07:21:07,,-999
06/13/2018,2018-06-13 07:27:08,,-999
06/13/2018,2018-06-13 07:35:06,,-999
06/13/2018,2018-06-13 07:42:07,,-999
06/13/2018,2018-06-13 07:49:06,,-999
06/13/2018,2018-06-13 07:56:08,,-999
06/13/2018,2018-06-13 08:00:18,,-999
06/13/2018,2018-06-13 08:07:07,,-999
06/13/2018,2018-06-13 22:07:07,,-999
06/13/2018,2018-06-13 22:14:06,,-999
06/13/2018,2018-06-13 22:21:08,,-999
06/13/2018,2018-06-13 22:27:06,,-999
06/13/2018,2018-06-13 22:35:06,,-999
06/13/2018,2018-06-13 22:42:06,,-999
06/13/2018,2018-06-13 22:49:06,,-999
06/13/2018,2018-06-13 22:56:06,,-999
06/13/2018,2018-06-13 23:00:11,,-999
06/13/2018,2018-06-13 23:07:06,,-999
06/13/2018,2018-06-13 23:14:06,,-999
06/13/2018,2018-06-13 23:21:07,,-999
06/13/2018,2018-06-13 23:27:06,,-999
06/13/2018,2018-06-13 23:35:06,,-999
06/13/2018,2018-06-13 23:42:07,,-999
06/13/2018,2018-06-13 23:49:06,,-999
