Ride,Date/Time,Wait Time
Alice in Wonderland,2020-02-11 17:15:08,30
Alice in Wonderland,2020-02-11 17:20:04,30
Alice in Wonderland,2020-02-11 17:25:05,30
Alice in Wonderland,2020-02-11 17:30:05,30
Alice in Wonderland,2020-02-11 17:35:04,30
Alice in Wonderland,2020-02-11 17:40:04,30
Alice in Wonderland,2020-02-11 17:50:05,30
Alice in Wonderland,2020-02-11 17:55:04,30
Alice in Wonderland,2020-02-11 18:00:06,30
Alice in Wonderland,2020-02-11 18:05:04,15
Alice in Wonderland,2020-02-11 18:10:04,15
Alice in Wonderland,2020-02-11 18:15:04,15
Alice in Wonderland,2020-02-11 18:20:04,15
Alice in Wonderland,2020-02-11 18:25:04,15
Alice in Wonderland,2020-02-11 18:30:06,15
Alice in Wonderland,2020-02-11 18:35:04,15
Alice in Wonderland,2020-02-11 18:40:05,15
Alice in Wonderland,2020-02-11 18:45:04,15
Alice in Wonderland,2020-02-11 18:50:05,40
Alice in Wonderland,2020-02-11 18:55:04,40
Alice in Wonderland,2020-02-11 19:00:08,40
Alice in Wonderland,2020-02-11 19:05:03,40
Alice in Wonderland,2020-02-11 19:15:06,15
Alice in Wonderland,2020-02-11 19:20:04,25
Alice in Wonderland,2020-02-11 19:25:05,15
Alice in Wonderland,2020-02-11 19:30:04,15
Alice in Wonderland,2020-02-11 19:35:04,15
Alice in Wonderland,2020-02-11 19:40:06,15
Alice in Wonderland,2020-02-11 19:45:03,15
Alice in Wonderland,2020-02-11 19:50:05,15
Alice in Wonderland,2020-02-11 19:55:04,15
Alice in Wonderland,2020-02-11 20:00:05,15
Alice in Wonderland,2020-02-11 20:30:06,10
Alice in Wonderland,2020-02-11 20:35:04,10
Alice in Wonderland,2020-02-11 20:40:04,10
Alice in Wonderland,2020-02-11 20:45:04,10
Alice in Wonderland,2020-02-11 20:50:04,10
Alice in Wonderland,2020-02-11 21:00:10,10
Alice in Wonderland,2020-02-12 08:05:06,15
Alice in Wonderland,2020-02-12 08:10:04,15
Alice in Wonderland,2020-02-12 08:15:06,15
Alice in Wonderland,2020-02-12 08:20:04,15
Alice in Wonderland,2020-02-12 08:25:04,15
Alice in Wonderland,2020-02-12 08:30:04,15
Alice in Wonderland,2020-02-12 08:35:05,15
Alice in Wonderland,2020-02-12 08:40:04,15
Alice in Wonderland,2020-02-12 08:50:04,15
Alice in Wonderland,2020-02-12 08:55:03,15
Alice in Wonderland,2020-02-12 09:00:05,15
Alice in Wonderland,2020-02-12 09:05:04,15
Alice in Wonderland,2020-02-12 09:10:03,15
Alice in Wonderland,2020-02-12 09:15:07,15
Alice in Wonderland,2020-02-12 09:20:04,15
Alice in Wonderland,2020-02-12 09:25:04,15
Alice in Wonderland,2020-02-12 09:30:04,15
Alice in Wonderland,2020-02-12 09:35:04,15
Alice in Wonderland,2020-02-12 09:40:04,15
Alice in Wonderland,2020-02-12 09:45:03,15
Alice in Wonderland,2020-02-12 09:50:04,15
Alice in Wonderland,2020-02-12 09:55:05,15
Alice in Wonderland,2020-02-12 10:00:07,15
Alice in Wonderland,2020-02-12 10:05:04,15
Alice in Wonderland,2020-02-12 10:10:04,15
Alice in Wonderland,2020-02-12 10:15:08,15
Alice in Wonderland,2020-02-12 10:20:04,15
Alice in Wonderland,2020-02-12 10:25:05,15
Alice in Wonderland,2020-02-12 10:30:05,15
Alice in Wonderland,2020-02-12 10:35:04,15
Alice in Wonderland,2020-02-12 10:40:05,15
Alice in Wonderland,2020-02-12 10:45:03,15
Alice in Wonderland,2020-02-12 10:50:05,15
Alice in Wonderland,2020-02-12 10:55:03,15
Alice in Wonderland,2020-02-12 11:00:05,15
Alice in Wonderland,2020-02-12 11:05:04,15
Alice in Wonderland,2020-02-12 11:10:03,15
Alice in Wonderland,2020-02-12 11:15:05,15
Alice in Wonderland,2020-02-12 11:20:06,15
Alice in Wonderland,2020-02-12 11:25:04,15
Alice in Wonderland,2020-02-12 11:30:26,15
Alice in Wonderland,2020-02-12 11:35:05,15
Alice in Wonderland,2020-02-12 11:40:05,15
Alice in Wonderland,2020-02-12 11:45:04,15
Alice in Wonderland,2020-02-12 11:55:04,15
Alice in Wonderland,2020-02-12 12:00:05,15
Alice in Wonderland,2020-02-12 12:05:04,15
Alice in Wonderland,2020-02-12 12:10:04,15
Alice in Wonderland,2020-02-12 12:15:04,20
Alice in Wonderland,2020-02-12 12:20:05,20
Alice in Wonderland,2020-02-12 12:25:03,20
Alice in Wonderland,2020-02-12 12:30:07,20
Alice in Wonderland,2020-02-12 12:35:05,20
Alice in Wonderland,2020-02-12 12:40:04,20
Alice in Wonderland,2020-02-12 12:45:04,20
Alice in Wonderland,2020-02-12 12:50:05,20
Alice in Wonderland,2020-02-12 12:55:05,20
Alice in Wonderland,2020-02-12 13:10:04,15
Alice in Wonderland,2020-02-12 13:15:07,15
Alice in Wonderland,2020-02-12 13:20:04,15
Alice in Wonderland,2020-02-12 13:25:04,15
Alice in Wonderland,2020-02-12 13:30:08,15
Alice in Wonderland,2020-02-12 13:35:04,15
Alice in Wonderland,2020-02-12 13:40:05,15
Alice in Wonderland,2020-02-12 13:45:05,15
Alice in Wonderland,2020-02-12 13:50:07,15
Alice in Wonderland,2020-02-12 13:55:04,15
Alice in Wonderland,2020-02-12 14:00:04,15
Alice in Wonderland,2020-02-12 14:05:05,15
Alice in Wonderland,2020-02-12 14:10:04,15
Alice in Wonderland,2020-02-12 14:15:04,15
Alice in Wonderland,2020-02-12 14:20:04,15
Alice in Wonderland,2020-02-12 14:25:03,15
Alice in Wonderland,2020-02-12 14:30:05,15
Alice in Wonderland,2020-02-12 14:35:05,15
Alice in Wonderland,2020-02-12 14:40:04,15
Alice in Wonderland,2020-02-12 14:45:05,15
Alice in Wonderland,2020-02-12 14:50:05,15
Alice in Wonderland,2020-02-12 14:55:04,15
Alice in Wonderland,2020-02-12 15:00:06,15
Alice in Wonderland,2020-02-12 15:05:04,15
Alice in Wonderland,2020-02-12 15:10:04,15
Alice in Wonderland,2020-02-12 15:15:06,15
Alice in Wonderland,2020-02-12 15:20:04,15
Alice in Wonderland,2020-02-12 15:25:04,15
Alice in Wonderland,2020-02-12 15:30:05,15
Alice in Wonderland,2020-02-12 15:35:03,15
Alice in Wonderland,2020-02-12 15:40:05,15
Alice in Wonderland,2020-02-12 15:45:04,15
Alice in Wonderland,2020-02-12 15:50:04,15
Alice in Wonderland,2020-02-12 15:55:04,15
Alice in Wonderland,2020-02-12 16:00:05,15
Alice in Wonderland,2020-02-12 16:05:05,15
Alice in Wonderland,2020-02-12 16:10:04,20
Alice in Wonderland,2020-02-12 16:15:06,20
Alice in Wonderland,2020-02-12 16:20:04,20
Alice in Wonderland,2020-02-12 16:55:04,20
Alice in Wonderland,2020-02-12 17:00:05,20
Alice in Wonderland,2020-02-12 17:05:05,20
Alice in Wonderland,2020-02-12 17:10:04,20
Alice in Wonderland,2020-02-12 17:15:06,20
Alice in Wonderland,2020-02-12 17:20:04,20
Alice in Wonderland,2020-02-12 17:25:04,20
Alice in Wonderland,2020-02-12 17:30:05,20
Alice in Wonderland,2020-02-12 17:35:04,20
Alice in Wonderland,2020-02-12 17:40:07,20
Alice in Wonderland,2020-02-12 17:45:04,20
Alice in Wonderland,2020-02-12 17:50:04,20
Alice in Wonderland,2020-02-12 17:55:06,20
Alice in Wonderland,2020-02-12 18:00:05,20
Alice in Wonderland,2020-02-12 18:05:04,20
Alice in Wonderland,2020-02-12 18:10:04,20
Alice in Wonderland,2020-02-12 18:15:06,20
Alice in Wonderland,2020-02-12 18:20:04,20
Alice in Wonderland,2020-02-12 18:25:04,20
Alice in Wonderland,2020-02-12 18:30:04,20
Alice in Wonderland,2020-02-12 18:35:06,20
Alice in Wonderland,2020-02-12 18:40:04,20
Alice in Wonderland,2020-02-12 18:45:04,20
Alice in Wonderland,2020-02-12 18:50:05,20
Alice in Wonderland,2020-02-12 18:55:04,20
Alice in Wonderland,2020-02-12 19:00:06,20
Alice in Wonderland,2020-02-12 19:05:04,20
Alice in Wonderland,2020-02-12 19:10:04,20
Alice in Wonderland,2020-02-12 19:15:04,20
Alice in Wonderland,2020-02-12 19:20:08,20
Alice in Wonderland,2020-02-12 19:25:04,20
Alice in Wonderland,2020-02-12 19:30:06,20
Alice in Wonderland,2020-02-12 19:35:04,20
Alice in Wonderland,2020-02-12 19:40:06,20
Alice in Wonderland,2020-02-12 19:45:04,20
Alice in Wonderland,2020-02-12 19:50:04,20
Alice in Wonderland,2020-02-12 19:55:04,20
Alice in Wonderland,2020-02-12 20:00:05,20
Alice in Wonderland,2020-02-12 22:10:04,20
Alice in Wonderland,2020-02-12 22:15:06,20
Alice in Wonderland,2020-02-12 22:20:04,20
Alice in Wonderland,2020-02-12 22:25:05,20
Alice in Wonderland,2020-02-12 22:30:04,20
Alice in Wonderland,2020-02-12 22:35:05,20
Alice in Wonderland,2020-02-12 22:40:05,20
Alice in Wonderland,2020-02-12 22:45:04,20
Alice in Wonderland,2020-02-12 22:50:06,20
Alice in Wonderland,2020-02-12 22:55:03,20
Alice in Wonderland,2020-02-12 23:00:05,20
Alice in Wonderland,2020-02-12 23:05:04,20
Alice in Wonderland,2020-02-12 23:10:04,20
Alice in Wonderland,2020-02-12 23:15:04,20
Alice in Wonderland,2020-02-13 07:05:04,5
Alice in Wonderland,2020-02-13 07:10:04,5
Alice in Wonderland,2020-02-13 07:15:05,5
Alice in Wonderland,2020-02-13 07:20:05,5
Alice in Wonderland,2020-02-13 07:25:07,5
Alice in Wonderland,2020-02-13 07:30:05,5
Alice in Wonderland,2020-02-13 07:35:04,5
Alice in Wonderland,2020-02-13 07:40:06,15
Alice in Wonderland,2020-02-13 07:45:03,15
Alice in Wonderland,2020-02-13 07:50:06,15
Alice in Wonderland,2020-02-13 07:55:03,15
Alice in Wonderland,2020-02-13 08:00:06,15
Alice in Wonderland,2020-02-13 08:05:04,15
Alice in Wonderland,2020-02-13 08:10:04,15
Alice in Wonderland,2020-02-13 08:15:05,15
Alice in Wonderland,2020-02-13 08:20:04,15
Alice in Wonderland,2020-02-13 08:25:04,15
Alice in Wonderland,2020-02-13 08:30:07,15
Alice in Wonderland,2020-02-13 08:35:04,15
Alice in Wonderland,2020-02-13 08:40:04,15
Alice in Wonderland,2020-02-13 08:45:05,25
Alice in Wonderland,2020-02-13 08:50:03,25
Alice in Wonderland,2020-02-13 08:55:04,25
Alice in Wonderland,2020-02-13 09:00:06,25
Alice in Wonderland,2020-02-13 09:05:05,25
Alice in Wonderland,2020-02-13 09:10:04,10
Alice in Wonderland,2020-02-13 09:15:05,10
Alice in Wonderland,2020-02-13 09:20:07,10
Alice in Wonderland,2020-02-13 09:25:04,10
Alice in Wonderland,2020-02-13 09:30:06,20
Alice in Wonderland,2020-02-13 09:35:04,20
Alice in Wonderland,2020-02-13 09:40:05,20
Alice in Wonderland,2020-02-13 09:45:06,20
Alice in Wonderland,2020-02-13 09:50:06,20
Alice in Wonderland,2020-02-13 09:55:06,20
Alice in Wonderland,2020-02-13 10:00:03,20
Alice in Wonderland,2020-02-13 10:05:04,20
Alice in Wonderland,2020-02-13 10:10:05,20
Alice in Wonderland,2020-02-13 10:15:04,20
Alice in Wonderland,2020-02-13 10:20:06,20
Alice in Wonderland,2020-02-13 10:25:03,20
Alice in Wonderland,2020-02-13 10:30:05,20
Alice in Wonderland,2020-02-13 10:35:04,20
Alice in Wonderland,2020-02-13 10:40:06,20
Alice in Wonderland,2020-02-13 10:45:04,20
Alice in Wonderland,2020-02-13 10:50:04,20
Alice in Wonderland,2020-02-13 10:55:03,20
Alice in Wonderland,2020-02-13 11:00:07,15
Alice in Wonderland,2020-02-13 11:05:04,5
Alice in Wonderland,2020-02-13 11:10:04,5
Alice in Wonderland,2020-02-13 11:15:05,5
Alice in Wonderland,2020-02-13 11:20:04,5
Alice in Wonderland,2020-02-13 11:25:03,5
Alice in Wonderland,2020-02-13 11:30:05,5
Alice in Wonderland,2020-02-13 11:35:07,5
Alice in Wonderland,2020-02-13 11:40:04,30
Alice in Wonderland,2020-02-13 11:45:05,30
Alice in Wonderland,2020-02-13 11:50:04,30
Alice in Wonderland,2020-02-13 11:55:07,30
Alice in Wonderland,2020-02-13 12:00:05,30
Alice in Wonderland,2020-02-13 12:05:05,30
Alice in Wonderland,2020-02-13 12:10:05,30
Alice in Wonderland,2020-02-13 12:15:04,30
Alice in Wonderland,2020-02-13 12:20:06,30
Alice in Wonderland,2020-02-13 12:25:03,30
Alice in Wonderland,2020-02-13 12:30:05,30
Alice in Wonderland,2020-02-13 12:35:04,30
Alice in Wonderland,2020-02-13 12:40:05,30
Alice in Wonderland,2020-02-13 12:45:04,30
Alice in Wonderland,2020-02-13 12:50:04,30
Alice in Wonderland,2020-02-13 12:55:04,30
Alice in Wonderland,2020-02-13 13:00:06,30
Alice in Wonderland,2020-02-13 13:05:06,30
Alice in Wonderland,2020-02-13 13:10:05,30
Alice in Wonderland,2020-02-13 13:15:08,30
Alice in Wonderland,2020-02-13 13:20:04,30
Alice in Wonderland,2020-02-13 13:25:07,30
Alice in Wonderland,2020-02-13 13:30:05,30
Alice in Wonderland,2020-02-13 13:35:04,30
Alice in Wonderland,2020-02-13 13:40:05,20
Alice in Wonderland,2020-02-13 13:45:05,20
Alice in Wonderland,2020-02-13 13:50:05,20
Alice in Wonderland,2020-02-13 13:55:03,20
Alice in Wonderland,2020-02-13 14:00:05,20
Alice in Wonderland,2020-02-13 14:05:03,20
Alice in Wonderland,2020-02-13 14:10:05,20
Alice in Wonderland,2020-02-13 14:15:04,20
Alice in Wonderland,2020-02-13 14:20:06,20
Alice in Wonderland,2020-02-13 14:25:03,20
Alice in Wonderland,2020-02-13 14:30:05,20
Alice in Wonderland,2020-02-13 14:35:04,20
Alice in Wonderland,2020-02-13 14:40:05,20
Alice in Wonderland,2020-02-13 14:45:05,20
Alice in Wonderland,2020-02-13 14:50:04,20
Alice in Wonderland,2020-02-13 14:55:04,20
Alice in Wonderland,2020-02-13 15:00:06,20
Alice in Wonderland,2020-02-13 15:05:05,20
Alice in Wonderland,2020-02-13 15:10:05,20
Alice in Wonderland,2020-02-13 15:15:05,20
Alice in Wonderland,2020-02-13 15:20:08,20
Alice in Wonderland,2020-02-13 15:25:04,20
Alice in Wonderland,2020-02-13 15:30:05,30
Alice in Wonderland,2020-02-13 15:35:04,30
Alice in Wonderland,2020-02-13 15:40:05,30
Alice in Wonderland,2020-02-13 15:45:05,20
Alice in Wonderland,2020-02-13 15:50:04,20
Alice in Wonderland,2020-02-13 15:55:04,20
Alice in Wonderland,2020-02-13 16:00:07,20
Alice in Wonderland,2020-02-13 16:05:05,20
Alice in Wonderland,2020-02-13 16:10:06,20
Alice in Wonderland,2020-02-13 16:15:04,20
Alice in Wonderland,2020-02-13 16:20:06,20
Alice in Wonderland,2020-02-13 16:25:03,20
Alice in Wonderland,2020-02-13 16:30:05,20
Alice in Wonderland,2020-02-13 16:35:05,20
Alice in Wonderland,2020-02-13 16:40:06,20
Alice in Wonderland,2020-02-13 16:45:04,20
Alice in Wonderland,2020-02-13 17:15:04,20
Alice in Wonderland,2020-02-13 17:20:05,20
Alice in Wonderland,2020-02-13 17:25:04,20
Alice in Wonderland,2020-02-13 17:30:05,20
Alice in Wonderland,2020-02-13 17:35:03,20
Alice in Wonderland,2020-02-13 17:40:05,20
Alice in Wonderland,2020-02-13 17:45:06,20
Alice in Wonderland,2020-02-13 17:50:05,20
Alice in Wonderland,2020-02-13 17:55:04,20
Alice in Wonderland,2020-02-13 18:00:07,20
Alice in Wonderland,2020-02-13 18:05:03,20
Alice in Wonderland,2020-02-13 18:10:05,20
Alice in Wonderland,2020-02-13 18:15:04,20
Alice in Wonderland,2020-02-13 18:20:04,20
Alice in Wonderland,2020-02-13 18:25:03,20
Alice in Wonderland,2020-02-13 18:30:08,20
Alice in Wonderland,2020-02-13 18:35:04,20
Alice in Wonderland,2020-02-13 18:40:05,20
Alice in Wonderland,2020-02-13 18:45:04,20
Alice in Wonderland,2020-02-13 18:50:05,20
Alice in Wonderland,2020-02-13 18:55:04,25
Alice in Wonderland,2020-02-13 19:00:07,25
Alice in Wonderland,2020-02-13 19:05:04,25
Alice in Wonderland,2020-02-13 19:10:04,25
Alice in Wonderland,2020-02-13 19:15:04,25
Alice in Wonderland,2020-02-13 19:20:04,25
Alice in Wonderland,2020-02-13 19:25:04,25
Alice in Wonderland,2020-02-13 19:30:04,25
Alice in Wonderland,2020-02-13 19:35:06,25
Alice in Wonderland,2020-02-13 19:40:04,25
Alice in Wonderland,2020-02-13 19:45:04,25
Alice in Wonderland,2020-02-13 19:50:06,25
Alice in Wonderland,2020-02-13 19:55:05,15
Alice in Wonderland,2020-02-13 22:05:05,15
Alice in Wonderland,2020-02-13 22:10:03,15
Alice in Wonderland,2020-02-13 22:15:06,15
Alice in Wonderland,2020-02-13 22:20:04,15
Alice in Wonderland,2020-02-13 22:25:04,15
Alice in Wonderland,2020-02-13 22:30:14,15
Alice in Wonderland,2020-02-13 22:35:04,15
Alice in Wonderland,2020-02-13 22:40:05,15
Alice in Wonderland,2020-02-13 22:45:05,15
Alice in Wonderland,2020-02-13 22:50:04,15
Alice in Wonderland,2020-02-13 22:55:03,15
Alice in Wonderland,2020-02-13 23:00:07,15
Alice in Wonderland,2020-02-13 23:05:05,15
Alice in Wonderland,2020-02-13 23:10:05,15
Alice in Wonderland,2020-02-13 23:15:04,15
Alice in Wonderland,2020-02-13 23:20:07,15
Alice in Wonderland,2020-02-13 23:25:04,15
Alice in Wonderland,2020-02-13 23:30:05,15
Alice in Wonderland,2020-02-13 23:35:04,15
Alice in Wonderland,2020-02-13 23:40:06,15
Alice in Wonderland,2020-02-13 23:45:04,15
Alice in Wonderland,2020-02-13 23:50:04,15
Alice in Wonderland,2020-02-13 23:55:05,15
Alice in Wonderland,2020-02-14 00:00:06,15
Alice in Wonderland,2020-02-14 00:05:07,15
Alice in Wonderland,2020-02-14 00:10:04,15
Alice in Wonderland,2020-02-14 00:15:03,15
Alice in Wonderland,2020-02-14 00:20:04,15
Alice in Wonderland,2020-02-14 00:25:05,15
Alice in Wonderland,2020-02-14 00:30:07,15
Alice in Wonderland,2020-02-14 00:35:06,15
Alice in Wonderland,2020-02-14 00:40:05,15
Alice in Wonderland,2020-02-14 00:45:07,15
Alice in Wonderland,2020-02-14 00:50:06,15
Alice in Wonderland,2020-02-14 00:55:04,15
Alice in Wonderland,2020-02-14 08:05:06,5
Alice in Wonderland,2020-02-14 08:10:04,5
Alice in Wonderland,2020-02-14 08:15:04,5
Alice in Wonderland,2020-02-14 08:20:04,5
Alice in Wonderland,2020-02-14 08:25:05,5
Alice in Wonderland,2020-02-14 08:30:06,5
Alice in Wonderland,2020-02-14 08:35:04,25
Alice in Wonderland,2020-02-14 08:40:05,25
Alice in Wonderland,2020-02-14 08:45:03,25
Alice in Wonderland,2020-02-14 08:50:04,25
Alice in Wonderland,2020-02-14 08:55:05,25
Alice in Wonderland,2020-02-14 09:00:05,25
Alice in Wonderland,2020-02-14 09:05:03,25
Alice in Wonderland,2020-02-14 09:10:05,25
Alice in Wonderland,2020-02-14 09:15:05,25
Alice in Wonderland,2020-02-14 09:20:05,25
Alice in Wonderland,2020-02-14 09:25:04,25
Alice in Wonderland,2020-02-14 09:30:05,25
Alice in Wonderland,2020-02-14 09:35:06,25
Alice in Wonderland,2020-02-14 09:40:04,25
Alice in Wonderland,2020-02-14 09:45:04,25
Alice in Wonderland,2020-02-14 09:50:04,25
Alice in Wonderland,2020-02-14 09:55:04,25
Alice in Wonderland,2020-02-14 10:00:04,25
Alice in Wonderland,2020-02-14 10:05:06,25
Alice in Wonderland,2020-02-14 10:10:04,25
Alice in Wonderland,2020-02-14 10:15:04,25
Alice in Wonderland,2020-02-14 10:20:05,25
Alice in Wonderland,2020-02-14 10:25:04,25
Alice in Wonderland,2020-02-14 10:30:08,25
Alice in Wonderland,2020-02-14 10:35:04,25
Alice in Wonderland,2020-02-14 10:40:07,25
Alice in Wonderland,2020-02-14 10:45:04,25
Alice in Wonderland,2020-02-14 10:50:05,35
Alice in Wonderland,2020-02-14 10:55:03,35
Alice in Wonderland,2020-02-14 11:00:05,35
Alice in Wonderland,2020-02-14 11:05:04,35
Alice in Wonderland,2020-02-14 11:10:04,35
Alice in Wonderland,2020-02-14 11:15:04,35
Alice in Wonderland,2020-02-14 11:20:04,35
Alice in Wonderland,2020-02-14 11:25:04,35
Alice in Wonderland,2020-02-14 11:30:06,35
Alice in Wonderland,2020-02-14 11:35:04,35
Alice in Wonderland,2020-02-14 11:40:05,35
Alice in Wonderland,2020-02-14 11:45:03,35
Alice in Wonderland,2020-02-14 11:50:07,35
Alice in Wonderland,2020-02-14 11:55:04,35
Alice in Wonderland,2020-02-14 12:00:06,35
Alice in Wonderland,2020-02-14 12:05:07,35
Alice in Wonderland,2020-02-14 12:10:04,35
Alice in Wonderland,2020-02-14 12:15:05,35
Alice in Wonderland,2020-02-14 12:20:04,35
Alice in Wonderland,2020-02-14 12:25:05,35
Alice in Wonderland,2020-02-14 12:30:05,35
Alice in Wonderland,2020-02-14 12:35:08,35
Alice in Wonderland,2020-02-14 12:40:04,35
Alice in Wonderland,2020-02-14 12:45:04,35
Alice in Wonderland,2020-02-14 12:50:04,35
Alice in Wonderland,2020-02-14 12:55:04,35
Alice in Wonderland,2020-02-14 13:00:05,35
Alice in Wonderland,2020-02-14 13:10:04,35
Alice in Wonderland,2020-02-14 13:15:05,35
Alice in Wonderland,2020-02-14 13:20:04,35
Alice in Wonderland,2020-02-14 13:25:04,35
Alice in Wonderland,2020-02-14 13:30:06,35
Alice in Wonderland,2020-02-14 13:35:03,35
Alice in Wonderland,2020-02-14 13:40:06,35
Alice in Wonderland,2020-02-14 13:45:04,35
Alice in Wonderland,2020-02-14 13:50:06,35
Alice in Wonderland,2020-02-14 13:55:03,35
Alice in Wonderland,2020-02-14 14:00:06,35
Alice in Wonderland,2020-02-14 14:05:04,35
Alice in Wonderland,2020-02-14 14:10:05,35
Alice in Wonderland,2020-02-14 14:15:04,35
Alice in Wonderland,2020-02-14 14:20:05,35
Alice in Wonderland,2020-02-14 14:25:04,35
Alice in Wonderland,2020-02-14 14:30:06,35
Alice in Wonderland,2020-02-14 14:35:04,35
Alice in Wonderland,2020-02-14 14:40:05,35
Alice in Wonderland,2020-02-14 14:45:03,35
Alice in Wonderland,2020-02-14 14:50:04,35
Alice in Wonderland,2020-02-14 14:55:04,35
Alice in Wonderland,2020-02-14 15:00:07,35
Alice in Wonderland,2020-02-14 15:05:04,35
Alice in Wonderland,2020-02-14 15:10:04,35
Alice in Wonderland,2020-02-14 15:15:05,35
Alice in Wonderland,2020-02-14 15:20:04,35
Alice in Wonderland,2020-02-14 15:25:05,35
Alice in Wonderland,2020-02-14 15:30:03,35
Alice in Wonderland,2020-02-14 15:35:05,35
Alice in Wonderland,2020-02-14 15:40:06,35
Alice in Wonderland,2020-02-14 15:45:05,35
Alice in Wonderland,2020-02-14 15:50:05,35
Alice in Wonderland,2020-02-14 15:55:05,35
Alice in Wonderland,2020-02-14 16:00:06,35
Alice in Wonderland,2020-02-14 16:05:06,35
Alice in Wonderland,2020-02-14 16:10:04,35
Alice in Wonderland,2020-02-14 16:15:05,35
Alice in Wonderland,2020-02-14 16:20:04,35
Alice in Wonderland,2020-02-14 16:25:04,25
Alice in Wonderland,2020-02-14 16:30:06,25
Alice in Wonderland,2020-02-14 16:35:05,25
Alice in Wonderland,2020-02-14 16:40:06,40
Alice in Wonderland,2020-02-14 16:45:04,40
Alice in Wonderland,2020-02-14 16:50:04,40
Alice in Wonderland,2020-02-14 16:55:04,40
Alice in Wonderland,2020-02-14 17:00:08,30
Alice in Wonderland,2020-02-14 17:05:07,30
Alice in Wonderland,2020-02-14 17:10:04,30
Alice in Wonderland,2020-02-14 17:15:05,30
Alice in Wonderland,2020-02-14 17:20:04,30
Alice in Wonderland,2020-02-14 17:25:06,30
Alice in Wonderland,2020-02-14 17:30:06,30
Alice in Wonderland,2020-02-14 17:35:05,20
Alice in Wonderland,2020-02-14 17:40:05,20
Alice in Wonderland,2020-02-14 17:45:04,25
Alice in Wonderland,2020-02-14 17:50:05,25
Alice in Wonderland,2020-02-14 17:55:03,25
Alice in Wonderland,2020-02-14 18:00:04,25
Alice in Wonderland,2020-02-14 18:05:05,25
Alice in Wonderland,2020-02-14 18:10:04,25
Alice in Wonderland,2020-02-14 18:15:04,25
Alice in Wonderland,2020-02-14 18:20:04,25
Alice in Wonderland,2020-02-14 18:25:05,25
Alice in Wonderland,2020-02-14 18:30:05,25
Alice in Wonderland,2020-02-14 18:40:04,25
Alice in Wonderland,2020-02-14 18:45:05,25
Alice in Wonderland,2020-02-14 18:50:04,25
Alice in Wonderland,2020-02-14 18:55:04,25
Alice in Wonderland,2020-02-14 19:00:05,25
Alice in Wonderland,2020-02-14 19:05:06,40
Alice in Wonderland,2020-02-14 19:10:04,40
Alice in Wonderland,2020-02-14 19:15:08,40
Alice in Wonderland,2020-02-14 19:20:03,40
Alice in Wonderland,2020-02-14 19:25:05,30
Alice in Wonderland,2020-02-14 19:30:06,30
Alice in Wonderland,2020-02-14 19:35:04,30
Alice in Wonderland,2020-02-14 19:40:06,30
Alice in Wonderland,2020-02-14 19:45:04,30
Alice in Wonderland,2020-02-14 19:50:05,30
Alice in Wonderland,2020-02-14 19:55:04,20
Alice in Wonderland,2020-02-14 20:00:06,20
Alice in Wonderland,2020-02-14 20:05:04,20
Alice in Wonderland,2020-02-14 20:10:04,20
Alice in Wonderland,2020-02-14 20:15:05,20
Alice in Wonderland,2020-02-14 20:20:05,20
Alice in Wonderland,2020-02-14 20:25:04,40
Alice in Wonderland,2020-02-14 20:30:05,40
Alice in Wonderland,2020-02-14 20:35:05,40
Alice in Wonderland,2020-02-14 20:40:07,20
Alice in Wonderland,2020-02-14 20:45:04,20
Alice in Wonderland,2020-02-14 20:50:06,20
Alice in Wonderland,2020-02-14 20:55:05,20
Alice in Wonderland,2020-02-14 21:00:09,20
Alice in Wonderland,2020-02-14 21:05:03,20
Alice in Wonderland,2020-02-14 21:10:07,20
Alice in Wonderland,2020-02-14 21:15:06,20
Alice in Wonderland,2020-02-14 21:20:05,20
Alice in Wonderland,2020-02-14 21:25:03,20
Alice in Wonderland,2020-02-14 21:30:08,20
Alice in Wonderland,2020-02-14 21:35:04,10
Alice in Wonderland,2020-02-14 21:40:05,10
Alice in Wonderland,2020-02-14 21:45:04,10
Alice in Wonderland,2020-02-14 21:50:04,10
Alice in Wonderland,2020-02-14 21:55:07,10
Alice in Wonderland,2020-02-14 22:00:05,10
Alice in Wonderland,2020-02-14 22:05:06,10
Alice in Wonderland,2020-02-14 22:10:04,10
Alice in Wonderland,2020-02-14 22:15:06,10
Alice in Wonderland,2020-02-14 22:20:04,10
Alice in Wonderland,2020-02-14 22:25:04,10
Alice in Wonderland,2020-02-14 22:30:07,10
Alice in Wonderland,2020-02-14 22:35:09,10
Alice in Wonderland,2020-02-14 22:40:04,10
Alice in Wonderland,2020-02-14 22:45:04,10
Alice in Wonderland,2020-02-14 22:50:05,10
Alice in Wonderland,2020-02-14 22:55:03,10
Alice in Wonderland,2020-02-15 07:05:06,10
Alice in Wonderland,2020-02-15 07:10:04,10
Alice in Wonderland,2020-02-15 07:15:05,10
Alice in Wonderland,2020-02-15 07:20:05,10
Alice in Wonderland,2020-02-15 07:25:04,10
Alice in Wonderland,2020-02-15 07:30:04,20
Alice in Wonderland,2020-02-15 07:35:05,20
Alice in Wonderland,2020-02-15 07:40:07,20
Alice in Wonderland,2020-02-15 07:45:03,25
Alice in Wonderland,2020-02-15 07:50:05,25
Alice in Wonderland,2020-02-15 07:55:04,25
