Park,Date/Time,Wait Time
EPCOT,2020-02-21 20:25:00,16
EPCOT,2020-02-21 20:30:00,15
EPCOT,2020-02-21 20:35:00,16
EPCOT,2020-02-21 20:40:00,16
EPCOT,2020-02-21 20:45:00,16
EPCOT,2020-02-21 20:50:00,12
EPCOT,2020-02-21 20:55:00,11
EPCOT,2020-02-21 21:00:00,8
EPCOT,2020-02-22 09:00:00,12
EPCOT,2020-02-22 09:05:00,20
EPCOT,2020-02-22 09:10:00,20
EPCOT,2020-02-22 09:15:00,23
EPCOT,2020-02-22 09:20:00,17
EPCOT,2020-02-22 09:25:00,23
EPCOT,2020-02-22 09:30:00,23
EPCOT,2020-02-22 09:35:00,24
EPCOT,2020-02-22 09:40:00,26
EPCOT,2020-02-22 09:45:00,24
EPCOT,2020-02-22 09:50:00,26
EPCOT,2020-02-22 09:55:00,28
EPCOT,2020-02-22 10:00:00,29
EPCOT,2020-02-22 10:05:00,30
EPCOT,2020-02-22 10:10:00,33
EPCOT,2020-02-22 10:15:00,33
EPCOT,2020-02-22 10:20:00,36
EPCOT,2020-02-22 10:25:00,39
EPCOT,2020-02-22 10:30:00,36
EPCOT,2020-02-22 10:35:00,38
EPCOT,2020-02-22 10:40:00,44
EPCOT,2020-02-22 10:45:00,43
EPCOT,2020-02-22 10:50:00,46
EPCOT,2020-02-22 10:55:00,47
EPCOT,2020-02-22 11:00:00,46
EPCOT,2020-02-22 11:05:00,46
EPCOT,2020-02-22 11:10:00,47
EPCOT,2020-02-22 11:15:00,47
EPCOT,2020-02-22 11:20:00,46
EPCOT,2020-02-22 11:25:00,42
EPCOT,2020-02-22 11:30:00,43
EPCOT,2020-02-22 11:35:00,44
EPCOT,2020-02-22 11:40:00,42
EPCOT,2020-02-22 11:45:00,38
EPCOT,2020-02-22 11:50:00,38
EPCOT,2020-02-22 11:55:00,38
EPCOT,2020-02-22 12:00:00,38
EPCOT,2020-02-22 12:05:00,38
EPCOT,2020-02-22 12:10:00,39
EPCOT,2020-02-22 12:15:00,38
EPCOT,2020-02-22 12:20:00,38
EPCOT,2020-02-22 12:25:00,38
EPCOT,2020-02-22 12:30:00,38
EPCOT,2020-02-22 12:35:00,34
EPCOT,2020-02-22 12:40:00,34
EPCOT,2020-02-22 12:45:00,38
EPCOT,2020-02-22 12:50:00,36
EPCOT,2020-02-22 12:55:00,36
EPCOT,2020-02-22 13:00:00,38
EPCOT,2020-02-22 13:05:00,38
EPCOT,2020-02-22 13:10:00,36
EPCOT,2020-02-22 13:15:00,37
EPCOT,2020-02-22 13:20:00,40
EPCOT,2020-02-22 13:25:00,37
EPCOT,2020-02-22 13:30:00,36
EPCOT,2020-02-22 13:35:00,36
EPCOT,2020-02-22 13:40:00,38
EPCOT,2020-02-22 13:45:00,38
EPCOT,2020-02-22 13:50:00,42
EPCOT,2020-02-22 13:55:00,38
EPCOT,2020-02-22 14:00:00,38
EPCOT,2020-02-22 14:05:00,37
EPCOT,2020-02-22 14:10:00,40
EPCOT,2020-02-22 14:15:00,40
EPCOT,2020-02-22 14:20:00,42
EPCOT,2020-02-22 14:25:00,42
EPCOT,2020-02-22 14:30:00,42
EPCOT,2020-02-22 14:35:00,42
EPCOT,2020-02-22 14:40:00,40
EPCOT,2020-02-22 14:45:00,38
EPCOT,2020-02-22 14:50:00,38
EPCOT,2020-02-22 14:55:00,38
EPCOT,2020-02-22 15:00:00,36
EPCOT,2020-02-22 15:05:00,35
EPCOT,2020-02-22 15:10:00,34
EPCOT,2020-02-22 15:15:00,36
EPCOT,2020-02-22 15:20:00,39
EPCOT,2020-02-22 15:25:00,38
EPCOT,2020-02-22 15:30:00,34
EPCOT,2020-02-22 15:35:00,34
EPCOT,2020-02-22 15:40:00,42
EPCOT,2020-02-22 15:45:00,42
EPCOT,2020-02-22 15:50:00,38
EPCOT,2020-02-22 15:55:00,38
EPCOT,2020-02-22 16:00:00,38
EPCOT,2020-02-22 16:05:00,36
EPCOT,2020-02-22 16:10:00,45
EPCOT,2020-02-22 16:15:00,40
EPCOT,2020-02-22 16:20:00,40
EPCOT,2020-02-22 16:25:00,42
EPCOT,2020-02-22 16:30:00,39
EPCOT,2020-02-22 16:35:00,40
EPCOT,2020-02-22 16:40:00,40
EPCOT,2020-02-22 16:45:00,42
EPCOT,2020-02-22 16:50:00,40
EPCOT,2020-02-22 16:55:00,40
EPCOT,2020-02-22 17:00:00,38
EPCOT,2020-02-22 17:05:00,38
EPCOT,2020-02-22 17:10:00,37
EPCOT,2020-02-22 17:15:00,38
EPCOT,2020-02-22 17:20:00,36
EPCOT,2020-02-22 17:25:00,37
EPCOT,2020-02-22 17:30:00,34
EPCOT,2020-02-22 17:35:00,33
EPCOT,2020-02-22 17:40:00,34
EPCOT,2020-02-22 17:45:00,34
EPCOT,2020-02-22 17:50:00,35
EPCOT,2020-02-22 17:55:00,35
EPCOT,2020-02-22 18:00:00,34
EPCOT,2020-02-22 18:05:00,33
EPCOT,2020-02-22 18:10:00,33
EPCOT,2020-02-22 18:15:00,32
EPCOT,2020-02-22 18:20:00,34
EPCOT,2020-02-22 18:25:00,36
EPCOT,2020-02-22 18:30:00,36
EPCOT,2020-02-22 18:35:00,33
EPCOT,2020-02-22 18:40:00,33
EPCOT,2020-02-22 18:45:00,32
EPCOT,2020-02-22 18:50:00,28
EPCOT,2020-02-22 18:55:00,28
EPCOT,2020-02-22 19:00:00,29
EPCOT,2020-02-22 19:05:00,34
EPCOT,2020-02-22 19:10:00,29
EPCOT,2020-02-22 19:15:00,28
EPCOT,2020-02-22 19:20:00,27
EPCOT,2020-02-22 19:25:00,27
EPCOT,2020-02-22 19:30:00,27
EPCOT,2020-02-22 19:35:00,27
EPCOT,2020-02-22 19:40:00,27
EPCOT,2020-02-22 19:45:00,26
EPCOT,2020-02-22 19:50:00,26
EPCOT,2020-02-22 19:55:00,25
EPCOT,2020-02-22 20:00:00,25
EPCOT,2020-02-22 20:05:00,22
EPCOT,2020-02-22 20:10:00,23
EPCOT,2020-02-22 20:15:00,24
EPCOT,2020-02-22 20:20:00,24
EPCOT,2020-02-22 20:25:00,24
EPCOT,2020-02-22 20:30:00,22
EPCOT,2020-02-22 20:35:00,21
EPCOT,2020-02-22 20:40:00,21
EPCOT,2020-02-22 20:45:00,18
EPCOT,2020-02-22 20:50:00,16
EPCOT,2020-02-22 20:55:00,13
EPCOT,2020-02-23 09:10:00,15
EPCOT,2020-02-23 09:15:00,11
EPCOT,2020-02-23 09:20:00,12
EPCOT,2020-02-23 09:25:00,13
EPCOT,2020-02-23 09:30:00,13
EPCOT,2020-02-23 09:35:00,14
EPCOT,2020-02-23 09:40:00,15
EPCOT,2020-02-23 09:45:00,17
EPCOT,2020-02-23 09:50:00,18
EPCOT,2020-02-23 09:55:00,20
EPCOT,2020-02-23 10:00:00,21
EPCOT,2020-02-23 10:05:00,20
EPCOT,2020-02-23 10:10:00,21
EPCOT,2020-02-23 10:15:00,23
EPCOT,2020-02-23 10:20:00,25
EPCOT,2020-02-23 10:25:00,23
EPCOT,2020-02-23 10:30:00,29
EPCOT,2020-02-23 10:35:00,29
EPCOT,2020-02-23 10:40:00,34
EPCOT,2020-02-23 10:45:00,34
EPCOT,2020-02-23 10:50:00,34
EPCOT,2020-02-23 10:55:00,32
EPCOT,2020-02-23 11:00:00,34
EPCOT,2020-02-23 11:05:00,37
EPCOT,2020-02-23 11:10:00,38
EPCOT,2020-02-23 11:15:00,38
EPCOT,2020-02-23 11:20:00,38
EPCOT,2020-02-23 11:25:00,42
EPCOT,2020-02-23 11:30:00,39
EPCOT,2020-02-23 11:35:00,38
EPCOT,2020-02-23 11:40:00,41
EPCOT,2020-02-23 11:45:00,39
EPCOT,2020-02-23 11:50:00,41
EPCOT,2020-02-23 11:55:00,39
EPCOT,2020-02-23 12:00:00,39
EPCOT,2020-02-23 12:05:00,39
EPCOT,2020-02-23 12:10:00,40
EPCOT,2020-02-23 12:15:00,41
EPCOT,2020-02-23 12:20:00,42
EPCOT,2020-02-23 12:25:00,43
EPCOT,2020-02-23 12:30:00,42
EPCOT,2020-02-23 12:40:00,38
EPCOT,2020-02-23 12:45:00,36
EPCOT,2020-02-23 12:50:00,37
EPCOT,2020-02-23 12:55:00,37
EPCOT,2020-02-23 13:00:00,34
EPCOT,2020-02-23 13:05:00,33
EPCOT,2020-02-23 13:10:00,32
EPCOT,2020-02-23 13:15:00,31
EPCOT,2020-02-23 13:20:00,32
EPCOT,2020-02-23 13:25:00,32
EPCOT,2020-02-23 13:30:00,30
EPCOT,2020-02-23 13:35:00,30
EPCOT,2020-02-23 13:40:00,30
EPCOT,2020-02-23 13:45:00,30
EPCOT,2020-02-23 13:50:00,30
EPCOT,2020-02-23 13:55:00,32
EPCOT,2020-02-23 14:00:00,35
EPCOT,2020-02-23 14:05:00,34
EPCOT,2020-02-23 14:10:00,32
EPCOT,2020-02-23 14:15:00,32
EPCOT,2020-02-23 14:20:00,33
EPCOT,2020-02-23 14:25:00,35
EPCOT,2020-02-23 14:30:00,36
EPCOT,2020-02-23 14:35:00,36
EPCOT,2020-02-23 14:40:00,38
EPCOT,2020-02-23 14:45:00,38
EPCOT,2020-02-23 14:50:00,37
EPCOT,2020-02-23 14:55:00,35
EPCOT,2020-02-23 15:00:00,32
EPCOT,2020-02-23 15:05:00,32
EPCOT,2020-02-23 15:10:00,37
EPCOT,2020-02-23 15:15:00,32
EPCOT,2020-02-23 15:20:00,30
EPCOT,2020-02-23 15:25:00,33
EPCOT,2020-02-23 15:30:00,33
EPCOT,2020-02-23 15:35:00,34
EPCOT,2020-02-23 15:40:00,34
EPCOT,2020-02-23 15:45:00,36
EPCOT,2020-02-23 15:50:00,36
EPCOT,2020-02-23 15:55:00,36
EPCOT,2020-02-23 16:00:00,34
EPCOT,2020-02-23 16:05:00,35
EPCOT,2020-02-23 16:10:00,34
EPCOT,2020-02-23 16:15:00,33
EPCOT,2020-02-23 16:20:00,31
EPCOT,2020-02-23 16:25:00,34
EPCOT,2020-02-23 16:30:00,35
EPCOT,2020-02-23 16:35:00,40
EPCOT,2020-02-23 16:40:00,36
EPCOT,2020-02-23 16:45:00,36
EPCOT,2020-02-23 16:50:00,35
EPCOT,2020-02-23 16:55:00,36
EPCOT,2020-02-23 17:00:00,36
EPCOT,2020-02-23 17:05:00,35
EPCOT,2020-02-23 17:10:00,36
EPCOT,2020-02-23 17:15:00,36
EPCOT,2020-02-23 17:20:00,38
EPCOT,2020-02-23 17:25:00,37
EPCOT,2020-02-23 17:30:00,34
EPCOT,2020-02-23 17:35:00,36
EPCOT,2020-02-23 17:40:00,32
EPCOT,2020-02-23 17:45:00,32
EPCOT,2020-02-23 17:50:00,33
EPCOT,2020-02-23 17:55:00,32
EPCOT,2020-02-23 18:00:00,32
EPCOT,2020-02-23 18:05:00,32
EPCOT,2020-02-23 18:10:00,30
EPCOT,2020-02-23 18:15:00,36
EPCOT,2020-02-23 18:20:00,33
EPCOT,2020-02-23 18:25:00,30
EPCOT,2020-02-23 18:30:00,30
EPCOT,2020-02-23 18:35:00,31
EPCOT,2020-02-23 18:40:00,32
EPCOT,2020-02-23 18:45:00,31
EPCOT,2020-02-23 18:50:00,29
EPCOT,2020-02-23 18:55:00,28
EPCOT,2020-02-23 19:00:00,31
EPCOT,2020-02-23 19:05:00,30
EPCOT,2020-02-23 19:10:00,29
EPCOT,2020-02-23 19:15:00,29
EPCOT,2020-02-23 19:20:00,29
EPCOT,2020-02-23 19:25:00,28
EPCOT,2020-02-23 19:30:00,26
EPCOT,2020-02-23 19:35:00,26
EPCOT,2020-02-23 19:40:00,23
EPCOT,2020-02-23 19:45:00,23
EPCOT,2020-02-23 19:50:00,23
EPCOT,2020-02-23 19:55:00,23
EPCOT,2020-02-23 20:00:00,23
EPCOT,2020-02-23 20:05:00,21
EPCOT,2020-02-23 20:10:00,22
EPCOT,2020-02-23 20:15:00,20
EPCOT,2020-02-23 20:20:00,18
EPCOT,2020-02-23 20:25:00,19
EPCOT,2020-02-23 20:30:00,18
EPCOT,2020-02-23 20:35:00,18
EPCOT,2020-02-23 20:40:00,18
EPCOT,2020-02-23 20:45:00,15
EPCOT,2020-02-23 20:50:00,13
EPCOT,2020-02-23 20:55:00,12
EPCOT,2020-02-23 21:00:00,12
EPCOT,2020-02-24 09:00:00,10
EPCOT,2020-02-24 09:05:00,13
EPCOT,2020-02-24 09:10:00,17
EPCOT,2020-02-24 09:15:00,26
EPCOT,2020-02-24 09:20:00,29
EPCOT,2020-02-24 09:25:00,25
EPCOT,2020-02-24 09:30:00,28
EPCOT,2020-02-24 09:35:00,26
EPCOT,2020-02-24 09:40:00,28
EPCOT,2020-02-24 09:45:00,27
EPCOT,2020-02-24 09:50:00,26
EPCOT,2020-02-24 09:55:00,26
EPCOT,2020-02-24 10:00:00,30
EPCOT,2020-02-24 10:05:00,31
EPCOT,2020-02-24 10:10:00,32
EPCOT,2020-02-24 10:15:00,36
EPCOT,2020-02-24 10:20:00,39
EPCOT,2020-02-24 10:25:00,37
EPCOT,2020-02-24 10:30:00,38
EPCOT,2020-02-24 10:35:00,39
EPCOT,2020-02-24 10:40:00,41
EPCOT,2020-02-24 10:45:00,45
EPCOT,2020-02-24 10:50:00,51
EPCOT,2020-02-24 10:55:00,48
EPCOT,2020-02-24 11:00:00,52
EPCOT,2020-02-24 11:05:00,56
EPCOT,2020-02-24 11:10:00,58
EPCOT,2020-02-24 11:15:00,58
EPCOT,2020-02-24 11:20:00,60
EPCOT,2020-02-24 11:25:00,58
EPCOT,2020-02-24 11:30:00,57
EPCOT,2020-02-24 11:35:00,54
EPCOT,2020-02-24 11:40:00,58
EPCOT,2020-02-24 11:45:00,58
EPCOT,2020-02-24 11:50:00,54
EPCOT,2020-02-24 11:55:00,53
EPCOT,2020-02-24 12:00:00,54
EPCOT,2020-02-24 12:05:00,48
EPCOT,2020-02-24 12:10:00,45
EPCOT,2020-02-24 12:20:00,47
EPCOT,2020-02-24 12:25:00,46
EPCOT,2020-02-24 12:30:00,42
EPCOT,2020-02-24 12:35:00,38
EPCOT,2020-02-24 12:40:00,40
EPCOT,2020-02-24 12:45:00,42
EPCOT,2020-02-24 12:50:00,40
EPCOT,2020-02-24 12:55:00,37
EPCOT,2020-02-24 13:00:00,33
EPCOT,2020-02-24 13:05:00,34
EPCOT,2020-02-24 13:10:00,33
EPCOT,2020-02-24 13:15:00,32
EPCOT,2020-02-24 13:20:00,32
EPCOT,2020-02-24 13:25:00,38
EPCOT,2020-02-24 13:30:00,39
EPCOT,2020-02-24 13:35:00,38
EPCOT,2020-02-24 13:40:00,34
EPCOT,2020-02-24 13:45:00,32
EPCOT,2020-02-24 13:50:00,32
EPCOT,2020-02-24 13:55:00,33
EPCOT,2020-02-24 14:00:00,35
EPCOT,2020-02-24 14:05:00,36
EPCOT,2020-02-24 14:10:00,38
EPCOT,2020-02-24 14:15:00,40
EPCOT,2020-02-24 14:20:00,36
EPCOT,2020-02-24 14:25:00,40
EPCOT,2020-02-24 14:30:00,40
EPCOT,2020-02-24 14:35:00,38
EPCOT,2020-02-24 14:40:00,38
EPCOT,2020-02-24 14:45:00,36
EPCOT,2020-02-24 14:55:00,32
EPCOT,2020-02-24 15:00:00,32
EPCOT,2020-02-24 15:05:00,32
EPCOT,2020-02-24 15:10:00,31
EPCOT,2020-02-24 15:15:00,32
EPCOT,2020-02-24 15:20:00,32
EPCOT,2020-02-24 15:25:00,34
EPCOT,2020-02-24 15:30:00,33
EPCOT,2020-02-24 15:35:00,34
EPCOT,2020-02-24 15:40:00,33
EPCOT,2020-02-24 15:45:00,32
EPCOT,2020-02-24 15:50:00,32
EPCOT,2020-02-24 15:55:00,31
EPCOT,2020-02-24 16:00:00,32
EPCOT,2020-02-24 16:05:00,32
EPCOT,2020-02-24 16:10:00,30
EPCOT,2020-02-24 16:15:00,38
EPCOT,2020-02-24 16:20:00,32
EPCOT,2020-02-24 16:25:00,32
EPCOT,2020-02-24 16:30:00,32
EPCOT,2020-02-24 16:35:00,30
EPCOT,2020-02-24 16:40:00,30
EPCOT,2020-02-24 16:45:00,30
EPCOT,2020-02-24 16:50:00,31
EPCOT,2020-02-24 16:55:00,31
EPCOT,2020-02-24 17:00:00,34
EPCOT,2020-02-24 17:05:00,34
EPCOT,2020-02-24 17:10:00,33
EPCOT,2020-02-24 17:15:00,37
EPCOT,2020-02-24 17:20:00,32
EPCOT,2020-02-24 17:25:00,29
EPCOT,2020-02-24 17:30:00,28
EPCOT,2020-02-24 17:35:00,27
EPCOT,2020-02-24 17:40:00,26
EPCOT,2020-02-24 17:45:00,26
EPCOT,2020-02-24 17:50:00,25
EPCOT,2020-02-24 17:55:00,27
EPCOT,2020-02-24 18:00:00,26
EPCOT,2020-02-24 18:05:00,26
EPCOT,2020-02-24 18:10:00,27
EPCOT,2020-02-24 18:15:00,28
EPCOT,2020-02-24 18:20:00,28
EPCOT,2020-02-24 18:25:00,28
EPCOT,2020-02-24 18:30:00,26
EPCOT,2020-02-24 18:35:00,28
EPCOT,2020-02-24 18:40:00,28
EPCOT,2020-02-24 18:45:00,28
EPCOT,2020-02-24 18:50:00,28
EPCOT,2020-02-24 18:55:00,28
EPCOT,2020-02-24 19:00:00,31
EPCOT,2020-02-24 19:05:00,28
EPCOT,2020-02-24 19:10:00,33
EPCOT,2020-02-24 19:15:00,31
EPCOT,2020-02-24 19:20:00,29
EPCOT,2020-02-24 19:25:00,28
EPCOT,2020-02-24 19:30:00,26
EPCOT,2020-02-24 19:35:00,27
EPCOT,2020-02-24 19:40:00,26
EPCOT,2020-02-24 19:45:00,27
EPCOT,2020-02-24 19:50:00,27
EPCOT,2020-02-24 19:55:00,25
EPCOT,2020-02-24 20:00:00,27
EPCOT,2020-02-24 20:05:00,28
EPCOT,2020-02-24 20:10:00,28
EPCOT,2020-02-24 20:15:00,27
EPCOT,2020-02-24 20:20:00,23
EPCOT,2020-02-24 20:25:00,22
EPCOT,2020-02-24 20:30:00,21
EPCOT,2020-02-24 20:35:00,20
EPCOT,2020-02-24 20:40:00,22
EPCOT,2020-02-24 20:45:00,21
EPCOT,2020-02-24 20:50:00,14
EPCOT,2020-02-24 20:55:00,12
EPCOT,2020-02-24 21:00:00,5
EPCOT,2020-02-25 09:00:00,9
EPCOT,2020-02-25 09:05:00,12
EPCOT,2020-02-25 09:10:00,16
EPCOT,2020-02-25 09:15:00,17
EPCOT,2020-02-25 09:20:00,21
EPCOT,2020-02-25 09:25:00,26
EPCOT,2020-02-25 09:30:00,26
EPCOT,2020-02-25 09:35:00,27
EPCOT,2020-02-25 09:40:00,36
EPCOT,2020-02-25 09:45:00,31
EPCOT,2020-02-25 09:50:00,30
EPCOT,2020-02-25 09:55:00,29
EPCOT,2020-02-25 10:00:00,30
EPCOT,2020-02-25 10:05:00,33
EPCOT,2020-02-25 10:10:00,34
EPCOT,2020-02-25 10:15:00,36
EPCOT,2020-02-25 10:20:00,38
EPCOT,2020-02-25 10:25:00,38
EPCOT,2020-02-25 10:30:00,37
EPCOT,2020-02-25 10:35:00,38
EPCOT,2020-02-25 10:40:00,38
EPCOT,2020-02-25 10:45:00,41
EPCOT,2020-02-25 10:50:00,44
EPCOT,2020-02-25 10:55:00,44
EPCOT,2020-02-25 11:00:00,48
EPCOT,2020-02-25 11:05:00,50
EPCOT,2020-02-25 11:10:00,48
EPCOT,2020-02-25 11:15:00,48
EPCOT,2020-02-25 11:20:00,48
EPCOT,2020-02-25 11:25:00,52
EPCOT,2020-02-25 11:30:00,52
EPCOT,2020-02-25 11:35:00,54
EPCOT,2020-02-25 11:40:00,62
EPCOT,2020-02-25 11:45:00,58
EPCOT,2020-02-25 11:50:00,55
EPCOT,2020-02-25 11:55:00,44
EPCOT,2020-02-25 12:00:00,45
EPCOT,2020-02-25 12:05:00,51
EPCOT,2020-02-25 12:10:00,49
EPCOT,2020-02-25 12:15:00,46
EPCOT,2020-02-25 12:20:00,48
EPCOT,2020-02-25 12:25:00,46
EPCOT,2020-02-25 12:30:00,44
EPCOT,2020-02-25 12:35:00,44
EPCOT,2020-02-25 12:40:00,44
EPCOT,2020-02-25 12:45:00,39
EPCOT,2020-02-25 12:50:00,35
EPCOT,2020-02-25 12:55:00,37
EPCOT,2020-02-25 13:00:00,34
EPCOT,2020-02-25 13:05:00,33
EPCOT,2020-02-25 13:10:00,29
EPCOT,2020-02-25 13:15:00,29
EPCOT,2020-02-25 13:20:00,30
EPCOT,2020-02-25 13:25:00,28
EPCOT,2020-02-25 13:30:00,28
EPCOT,2020-02-25 13:35:00,29
EPCOT,2020-02-25 13:40:00,32
EPCOT,2020-02-25 13:45:00,31
EPCOT,2020-02-25 13:50:00,32
EPCOT,2020-02-25 13:55:00,29
EPCOT,2020-02-25 14:00:00,29
EPCOT,2020-02-25 14:05:00,30
EPCOT,2020-02-25 14:10:00,30
EPCOT,2020-02-25 14:15:00,28
EPCOT,2020-02-25 14:20:00,28
EPCOT,2020-02-25 14:25:00,27
EPCOT,2020-02-25 14:30:00,26
EPCOT,2020-02-25 14:35:00,28
EPCOT,2020-02-25 14:40:00,30
EPCOT,2020-02-25 14:45:00,28
EPCOT,2020-02-25 14:50:00,28
EPCOT,2020-02-25 14:55:00,28
EPCOT,2020-02-25 15:05:00,28
EPCOT,2020-02-25 15:10:00,29
EPCOT,2020-02-25 15:15:00,29
EPCOT,2020-02-25 15:20:00,27
EPCOT,2020-02-25 15:25:00,27
EPCOT,2020-02-25 15:30:00,27
EPCOT,2020-02-25 15:35:00,30
EPCOT,2020-02-25 15:40:00,30
EPCOT,2020-02-25 15:45:00,28
EPCOT,2020-02-25 15:50:00,29
EPCOT,2020-02-25 15:55:00,26
EPCOT,2020-02-25 16:00:00,26
EPCOT,2020-02-25 16:05:00,24
EPCOT,2020-02-25 16:10:00,25
EPCOT,2020-02-25 16:15:00,24
EPCOT,2020-02-25 16:20:00,23
EPCOT,2020-02-25 16:25:00,22
EPCOT,2020-02-25 16:30:00,20
EPCOT,2020-02-25 16:35:00,20
EPCOT,2020-02-25 16:40:00,21
EPCOT,2020-02-25 16:45:00,21
EPCOT,2020-02-25 16:50:00,21
EPCOT,2020-02-25 16:55:00,22
EPCOT,2020-02-25 17:00:00,22
EPCOT,2020-02-25 17:05:00,22
EPCOT,2020-02-25 17:10:00,21
EPCOT,2020-02-25 17:15:00,21
EPCOT,2020-02-25 17:20:00,22
EPCOT,2020-02-25 17:25:00,20
EPCOT,2020-02-25 17:30:00,19
EPCOT,2020-02-25 17:35:00,20
EPCOT,2020-02-25 17:40:00,20
EPCOT,2020-02-25 17:45:00,20
EPCOT,2020-02-25 17:50:00,18
EPCOT,2020-02-25 17:55:00,18
EPCOT,2020-02-25 18:00:00,18
EPCOT,2020-02-25 18:05:00,18
EPCOT,2020-02-25 18:10:00,18
EPCOT,2020-02-25 18:15:00,22
EPCOT,2020-02-25 18:20:00,24
EPCOT,2020-02-25 18:25:00,23
EPCOT,2020-02-25 18:30:00,23
EPCOT,2020-02-25 18:35:00,24
EPCOT,2020-02-25 18:40:00,21
EPCOT,2020-02-25 18:45:00,21
EPCOT,2020-02-25 18:50:00,20
EPCOT,2020-02-25 18:55:00,20
EPCOT,2020-02-25 19:00:00,20
EPCOT,2020-02-25 19:05:00,20
EPCOT,2020-02-25 19:10:00,21
EPCOT,2020-02-25 19:15:00,23
EPCOT,2020-02-25 19:20:00,23
EPCOT,2020-02-25 19:25:00,25
EPCOT,2020-02-25 19:30:00,26
EPCOT,2020-02-25 19:35:00,27
EPCOT,2020-02-25 19:40:00,28
EPCOT,2020-02-25 19:45:00,25
EPCOT,2020-02-25 19:50:00,25
EPCOT,2020-02-25 19:55:00,22
EPCOT,2020-02-25 20:00:00,26
EPCOT,2020-02-25 20:05:00,25
EPCOT,2020-02-25 20:10:00,28
EPCOT,2020-02-25 20:15:00,25
EPCOT,2020-02-25 20:20:00,21
EPCOT,2020-02-25 20:25:00,21
EPCOT,2020-02-25 20:30:00,20
EPCOT,2020-02-25 20:35:00,19
EPCOT,2020-02-25 20:40:00,19
EPCOT,2020-02-25 20:45:00,19
EPCOT,2020-02-25 20:50:00,15
EPCOT,2020-02-25 20:55:00,15
EPCOT,2020-02-25 21:00:00,14
EPCOT,2020-02-25 21:05:00,14
EPCOT,2020-02-25 21:10:00,14
EPCOT,2020-02-25 21:15:00,16
EPCOT,2020-02-25 21:20:00,16
EPCOT,2020-02-25 21:25:00,14
EPCOT,2020-02-25 21:30:00,14
EPCOT,2020-02-25 21:35:00,14
EPCOT,2020-02-25 21:40:00,13
EPCOT,2020-02-25 21:45:00,15
EPCOT,2020-02-25 21:50:00,15
EPCOT,2020-02-25 21:55:00,15
EPCOT,2020-02-25 22:00:00,15
EPCOT,2020-02-25 22:05:00,15
EPCOT,2020-02-25 22:10:00,15
EPCOT,2020-02-25 22:15:00,15
EPCOT,2020-02-25 22:20:00,16
EPCOT,2020-02-25 22:25:00,13
EPCOT,2020-02-25 22:30:00,13
EPCOT,2020-02-25 22:35:00,12
EPCOT,2020-02-25 22:40:00,16
EPCOT,2020-02-25 22:45:00,16
EPCOT,2020-02-25 22:50:00,16
EPCOT,2020-02-25 22:55:00,16
EPCOT,2020-02-25 23:00:00,32
EPCOT,2020-02-26 09:05:00,14
EPCOT,2020-02-26 09:10:00,14
EPCOT,2020-02-26 09:15:00,13
EPCOT,2020-02-26 09:20:00,16
EPCOT,2020-02-26 09:25:00,12
EPCOT,2020-02-26 12:15:00,24
EPCOT,2020-02-26 12:20:00,25
EPCOT,2020-02-26 12:25:00,23
EPCOT,2020-02-26 12:30:00,25
EPCOT,2020-02-26 12:35:00,25
EPCOT,2020-02-26 12:40:00,27
EPCOT,2020-02-26 12:45:00,26
EPCOT,2020-02-26 12:50:00,27
EPCOT,2020-02-26 12:55:00,26
EPCOT,2020-02-26 13:00:00,28
EPCOT,2020-02-26 13:05:00,26
EPCOT,2020-02-26 13:10:00,25
EPCOT,2020-02-26 13:15:00,25
EPCOT,2020-02-26 13:20:00,26
EPCOT,2020-02-26 13:25:00,25
EPCOT,2020-02-26 13:30:00,40
EPCOT,2020-02-26 13:35:00,24
EPCOT,2020-02-26 13:40:00,23
EPCOT,2020-02-26 13:45:00,23
EPCOT,2020-02-26 13:50:00,22
EPCOT,2020-02-26 13:55:00,21
EPCOT,2020-02-26 14:00:00,21
EPCOT,2020-02-26 14:05:00,21
EPCOT,2020-02-26 14:10:00,20
EPCOT,2020-02-26 14:15:00,20
EPCOT,2020-02-26 14:20:00,20
EPCOT,2020-02-26 14:25:00,21
EPCOT,2020-02-26 14:30:00,21
EPCOT,2020-02-26 14:35:00,21
EPCOT,2020-02-26 14:40:00,21
EPCOT,2020-02-26 14:45:00,20
EPCOT,2020-02-26 14:50:00,21
EPCOT,2020-02-26 14:55:00,22
EPCOT,2020-02-26 15:00:00,22
EPCOT,2020-02-26 15:05:00,23
EPCOT,2020-02-26 15:10:00,26
EPCOT,2020-02-26 15:15:00,25
EPCOT,2020-02-26 15:20:00,23
EPCOT,2020-02-26 15:25:00,22
EPCOT,2020-02-26 15:30:00,22
EPCOT,2020-02-26 15:35:00,21
EPCOT,2020-02-26 15:40:00,21
EPCOT,2020-02-26 15:45:00,22
EPCOT,2020-02-26 15:50:00,21
EPCOT,2020-02-26 15:55:00,20
EPCOT,2020-02-26 16:00:00,20
EPCOT,2020-02-26 16:05:00,20
EPCOT,2020-02-26 16:10:00,20
EPCOT,2020-02-26 16:15:00,19
EPCOT,2020-02-26 16:20:00,20
EPCOT,2020-02-26 16:25:00,20
EPCOT,2020-02-26 16:30:00,20
EPCOT,2020-02-26 16:35:00,21
EPCOT,2020-02-26 16:40:00,21
EPCOT,2020-02-26 16:45:00,22
