,Date,Time,Waiting Time
298,10/26/2016,2016-10-26 17:14:10,5.0
299,10/26/2016,2016-10-26 17:21:05,5.0
300,10/26/2016,2016-10-26 17:27:06,5.0
301,10/26/2016,2016-10-26 17:42:10,5.0
302,10/26/2016,2016-10-26 17:49:10,5.0
303,10/26/2016,2016-10-26 17:56:15,5.0
304,10/26/2016,2016-10-26 18:07:40,5.0
305,10/26/2016,2016-10-26 18:21:58,5.0
306,10/26/2016,2016-10-26 18:27:09,5.0
307,10/26/2016,2016-10-26 18:35:22,5.0
308,10/26/2016,2016-10-26 18:42:10,5.0
309,10/26/2016,2016-10-26 18:49:11,5.0
310,10/26/2016,2016-10-26 19:07:20,5.0
311,10/26/2016,2016-10-26 19:21:05,5.0
312,10/26/2016,2016-10-26 19:27:11,5.0
313,10/26/2016,2016-10-26 19:35:12,5.0
314,10/26/2016,2016-10-26 19:42:05,5.0
315,10/26/2016,2016-10-26 19:49:15,5.0
316,10/26/2016,2016-10-26 20:07:14,5.0
317,10/26/2016,2016-10-26 20:21:16,5.0
318,10/26/2016,2016-10-26 20:27:18,5.0
319,10/26/2016,2016-10-26 20:35:19,5.0
320,10/26/2016,2016-10-26 20:42:16,5.0
321,10/26/2016,2016-10-26 20:49:16,5.0
322,10/26/2016,2016-10-26 20:56:08,5.0
323,10/26/2016,2016-10-26 21:07:36,5.0
324,10/26/2016,2016-10-26 21:14:07,5.0
325,10/26/2016,2016-10-26 21:21:21,5.0
326,10/26/2016,2016-10-26 21:27:24,5.0
327,10/26/2016,2016-10-26 21:35:15,5.0
328,10/26/2016,2016-10-26 21:42:10,5.0
329,10/26/2016,2016-10-26 21:49:21,5.0
330,10/26/2016,2016-10-26 22:14:11,5.0
331,10/26/2016,2016-10-26 22:21:15,5.0
332,10/26/2016,2016-10-26 22:27:31,5.0
333,10/26/2016,2016-10-26 22:35:16,5.0
334,10/26/2016,2016-10-26 22:42:12,5.0
335,10/26/2016,2016-10-26 22:49:42,5.0
336,10/26/2016,2016-10-26 22:56:11,5.0
337,10/27/2016,2016-10-27 14:27:13,5.0
338,10/27/2016,2016-10-27 14:35:18,5.0
339,10/27/2016,2016-10-27 14:49:13,5.0
340,10/27/2016,2016-10-27 14:56:09,5.0
341,10/27/2016,2016-10-27 15:07:10,5.0
342,10/27/2016,2016-10-27 15:14:24,5.0
343,10/27/2016,2016-10-27 15:27:12,5.0
344,10/27/2016,2016-10-27 15:35:14,5.0
345,10/27/2016,2016-10-27 15:42:13,5.0
346,10/27/2016,2016-10-27 15:49:13,5.0
347,10/27/2016,2016-10-27 15:56:13,5.0
348,10/27/2016,2016-10-27 16:07:28,5.0
349,10/27/2016,2016-10-27 16:21:10,5.0
350,10/27/2016,2016-10-27 16:27:21,5.0
351,10/27/2016,2016-10-27 16:49:08,5.0
352,10/27/2016,2016-10-27 16:56:09,5.0
353,10/27/2016,2016-10-27 17:07:10,5.0
354,10/27/2016,2016-10-27 17:21:11,5.0
355,10/27/2016,2016-10-27 17:27:36,5.0
356,10/27/2016,2016-10-27 17:35:16,5.0
357,10/27/2016,2016-10-27 17:42:14,5.0
358,10/27/2016,2016-10-27 17:49:53,5.0
359,10/27/2016,2016-10-27 17:56:13,5.0
360,10/27/2016,2016-10-27 18:07:31,5.0
361,10/27/2016,2016-10-27 18:21:10,5.0
362,10/27/2016,2016-10-27 18:27:57,5.0
363,10/27/2016,2016-10-27 18:42:06,5.0
364,10/27/2016,2016-10-27 18:49:04,5.0
365,10/27/2016,2016-10-27 19:07:15,5.0
366,10/27/2016,2016-10-27 19:14:10,5.0
367,10/27/2016,2016-10-27 19:21:45,5.0
368,10/27/2016,2016-10-27 19:27:11,5.0
369,10/27/2016,2016-10-27 19:35:10,5.0
370,10/27/2016,2016-10-27 19:42:11,5.0
371,10/27/2016,2016-10-27 19:49:11,5.0
372,10/27/2016,2016-10-27 19:56:08,5.0
373,10/27/2016,2016-10-27 20:00:14,5.0
374,10/27/2016,2016-10-27 20:07:10,5.0
375,10/27/2016,2016-10-27 20:14:26,5.0
376,10/27/2016,2016-10-27 20:21:09,5.0
377,10/27/2016,2016-10-27 20:27:08,5.0
378,10/27/2016,2016-10-27 20:35:14,5.0
379,10/27/2016,2016-10-27 20:42:06,5.0
